State	County	Year	Volume	Commodity	Product
KY	Daviess	2011	405487		Coal (short tons)
KY	Elliott	2011	47384		Coal (short tons)
KY	Floyd	2011	2368		Coal (short tons)
KY	Harlan	2011	20996		Coal (short tons)
KY	Hopkins	2011	3335001		Coal (short tons)
KY	Johnson	2011	48376		Coal (short tons)
KY	Knott	2011	96033		Coal (short tons)
KY	Knox	2011	58266		Coal (short tons)
KY	Lawrence	2011	7130		Coal (short tons)
KY	Leslie	2011	7405		Coal (short tons)
KY	Letcher	2011	2969		Coal (short tons)
KY	Magoffin	2011	769699		Coal (short tons)
KY	Martin	2011	142243		Coal (short tons)
KY	Muhlenberg	2011	123223		Coal (short tons)
KY	Ohio	2011	13643		Coal (short tons)
KY	Owsley	2011	11128		Coal (short tons)
KY	Perry	2011	18680		Coal (short tons)
KY	Pike	2011	11574		Coal (short tons)
KY	Union	2011	7582894		Coal (short tons)
KY	Webster	2011	2130480		Coal (short tons)
KY	Whitley	2011	23367		Coal (short tons)
KY	Bell	2012	58369		Coal (short tons)
KY	Breathitt	2012	256287		Coal (short tons)
KY	Christian	2012	10742		Coal (short tons)
KY	Clay	2012	20036		Coal (short tons)
KY	Daviess	2012	103089		Coal (short tons)
KY	Elliott	2012	2396		Coal (short tons)
KY	Floyd	2012	22961		Coal (short tons)
KY	Harlan	2012	10064		Coal (short tons)
KY	Henderson	2012	70816		Coal (short tons)
KY	Hopkins	2012	3068895		Coal (short tons)
KY	Johnson	2012	5662		Coal (short tons)
KY	Knott	2012	183681		Coal (short tons)
KY	Knox	2012	42054		Coal (short tons)
KY	Laurel	2012	5812		Coal (short tons)
KY	Lawrence	2012	54608		Coal (short tons)
KY	Leslie	2012	211559		Coal (short tons)
KY	Letcher	2012	2235		Coal (short tons)
KY	Mccreary	2012	31744		Coal (short tons)
KY	Magoffin	2012	9106		Coal (short tons)
KY	Martin	2012	2438		Coal (short tons)
KY	Muhlenberg	2012	457510		Coal (short tons)
KY	Ohio	2012	8863		Coal (short tons)
KY	Owsley	2012	13953		Coal (short tons)
KY	Pike	2012	2141		Coal (short tons)
KY	Rockcastle	2012	4930		Coal (short tons)
KY	Union	2012	8622321		Coal (short tons)
KY	Webster	2012	46513		Coal (short tons)
KY	Whitley	2012	72693		Coal (short tons)
KY	Wolfe	2012	46154		Coal (short tons)
KY	Breathitt	2013	272975		Coal (short tons)
KY	Clay	2013	1190		Coal (short tons)
KY	Elliott	2013	46421		Coal (short tons)
KY	Floyd	2013	107272		Coal (short tons)
KY	Harlan	2013	23967		Coal (short tons)
KY	Henderson	2013	13663		Coal (short tons)
KY	Hopkins	2013	3073998		Coal (short tons)
KY	Johnson	2013	152103		Coal (short tons)
KY	Knott	2013	77660		Coal (short tons)
KY	Knox	2013	1914		Coal (short tons)
KY	Laurel	2013	8736		Coal (short tons)
KY	Lawrence	2013	4717		Coal (short tons)
KY	Leslie	2013	22182		Coal (short tons)
KY	Letcher	2013	2131		Coal (short tons)
KY	Magoffin	2013	106138		Coal (short tons)
KY	Martin	2013	186083		Coal (short tons)
KY	Muhlenberg	2013	1347372		Coal (short tons)
KY	Ohio	2013	26300		Coal (short tons)
KY	Pike	2013	90613		Coal (short tons)
KY	Rockcastle	2013	13441		Coal (short tons)
KY	Union	2013	9310310		Coal (short tons)
KY	Webster	2013	9595		Coal (short tons)
KY	Whitley	2013	28646		Coal (short tons)
LA	De Soto	2004	3265020		Coal (short tons)
LA	Red River	2004	540468		Coal (short tons)
LA	De Soto	2005	3562504		Coal (short tons)
LA	Red River	2005	598458		Coal (short tons)
LA	De Soto	2006	3330878		Coal (short tons)
LA	Red River	2006	783138		Coal (short tons)
LA	De Soto	2007	2622578		Coal (short tons)
LA	Red River	2007	504008		Coal (short tons)
LA	De Soto	2008	3284659		Coal (short tons)
LA	Red River	2008	558584		Coal (short tons)
LA	De Soto	2009	2975600		Coal (short tons)
LA	Red River	2009	681816		Coal (short tons)
LA	De Soto	2010	3929434		Coal (short tons)
LA	Natchitoches	2010	15108		Coal (short tons)
LA	De Soto	2011	3864700		Coal (short tons)
LA	De Soto	2012	3866574		Coal (short tons)
LA	Natchitoches	2012	104555		Coal (short tons)
LA	De Soto	2013	2715366		Coal (short tons)
LA	Natchitoches	2013	94405		Coal (short tons)
MD	Allegany	2004	65582		Coal (short tons)
MD	Garrett	2004	5366		Coal (short tons)
MD	Allegany	2005	20068		Coal (short tons)
MD	Garrett	2005	45671		Coal (short tons)
MD	Allegany	2006	166023		Coal (short tons)
MD	Garrett	2006	73098		Coal (short tons)
MD	Allegany	2007	8318		Coal (short tons)
MD	Garrett	2007	25562		Coal (short tons)
MD	Allegany	2008	30089		Coal (short tons)
MD	Garrett	2008	32431		Coal (short tons)
MD	Allegany	2009	157782		Coal (short tons)
MD	Garrett	2009	5140		Coal (short tons)
MD	Allegany	2010	3781		Coal (short tons)
MD	Garrett	2010	4653		Coal (short tons)
MD	Allegany	2011	5086		Coal (short tons)
MD	Garrett	2011	131720		Coal (short tons)
MD	Allegany	2012	6463		Coal (short tons)
MD	Garrett	2012	277945		Coal (short tons)
MD	Allegany	2013	4557		Coal (short tons)
MD	Garrett	2013	7328		Coal (short tons)
MS	Choctaw	2004	3586363		Coal (short tons)
MS	Choctaw	2005	3555351		Coal (short tons)
MS	Choctaw	2006	3797455		Coal (short tons)
MS	Choctaw	2007	3545266		Coal (short tons)
MS	Choctaw	2008	2841512		Coal (short tons)
MS	Choctaw	2009	3439987		Coal (short tons)
MS	Choctaw	2010	4003505		Coal (short tons)
MS	Choctaw	2011	2746744		Coal (short tons)
MS	Choctaw	2012	2952818		Coal (short tons)
MS	Choctaw	2013	3323478		Coal (short tons)
MS	Kemper	2013	251591		Coal (short tons)
MO	Bates	2004	248540		Coal (short tons)
MO	Bates	2005	378863		Coal (short tons)
MO	Bates	2006	202367		Coal (short tons)
MO	Bates	2007	166477		Coal (short tons)
MO	Bates	2008	184995		Coal (short tons)
MO	Bates	2009	194517		Coal (short tons)
MO	Bates	2010	183609		Coal (short tons)
MO	Bates	2011	211799		Coal (short tons)
MO	Bates	2012	72281		Coal (short tons)
MO	Bates	2013	413703		Coal (short tons)
MT	Bighorn	2004	12068328		Coal (short tons)
MT	Musselshell	2004	157578		Coal (short tons)
MT	Richland	2004	381968		Coal (short tons)
MT	Rosebud	2004	12664823		Coal (short tons)
MT	Bighorn	2005	13119202		Coal (short tons)
MT	Musselshell	2005	162238		Coal (short tons)
MT	Richland	2005	330477		Coal (short tons)
MT	Rosebud	2005	13376542		Coal (short tons)
MT	Bighorn	2006	14541054		Coal (short tons)
MT	Musselshell	2006	320847		Coal (short tons)
MT	Richland	2006	378123		Coal (short tons)
MT	Rosebud	2006	12731701		Coal (short tons)
MT	Bighorn	2007	15712091		Coal (short tons)
MT	Musselshell	2007	47165		Coal (short tons)
MT	Richland	2007	358391		Coal (short tons)
MT	Rosebud	2007	12583084		Coal (short tons)
MT	Bighorn	2008	17947506		Coal (short tons)
MT	Musselshell	2008	168252		Coal (short tons)
MT	Richland	2008	354859		Coal (short tons)
MT	Rosebud	2008	13052713		Coal (short tons)
MT	Bighorn	2009	17608969		Coal (short tons)
MT	Musselshell	2009	775532		Coal (short tons)
MT	Richland	2009	342586		Coal (short tons)
MT	Rosebud	2009	10331684		Coal (short tons)
MT	Bighorn	2010	19325848		Coal (short tons)
MT	Musselshell	2010	4388852		Coal (short tons)
MT	Richland	2010	351502		Coal (short tons)
MT	Rosebud	2010	12231389		Coal (short tons)
MT	Bighorn	2011	19080552		Coal (short tons)
MT	Musselshell	2011	5135570		Coal (short tons)
MT	Richland	2011	354669		Coal (short tons)
MT	Rosebud	2011	8784828		Coal (short tons)
MT	Bighorn	2012	17199485		Coal (short tons)
MT	Musselshell	2012	5707633		Coal (short tons)
MT	Richland	2012	296454		Coal (short tons)
MT	Rosebud	2012	8018098		Coal (short tons)
MT	Big Horn	2013	17669717		Coal (short tons)
MT	Musselshell	2013	8682884		Coal (short tons)
MT	Richland	2013	354184		Coal (short tons)
MT	Rosebud	2013	8234130		Coal (short tons)
NM	Mckinley	2004	5775777		Coal (short tons)
NM	San Juan	2004	7685041		Coal (short tons)
NM	Mckinley	2005	5314923		Coal (short tons)
NM	San Juan	2005	7905477		Coal (short tons)
NM	Mckinley	2006	5502565		Coal (short tons)
NM	San Juan	2006	6993143		Coal (short tons)
NM	Mckinley	2007	5358749		Coal (short tons)
NM	San Juan	2007	6898040		Coal (short tons)
NM	Mckinley	2008	3284084		Coal (short tons)
NM	San Juan	2008	7046199		Coal (short tons)
NM	Mckinley	2009	5445200		Coal (short tons)
NM	San Juan	2009	6499195		Coal (short tons)
NM	Mckinley	2010	6639386		Coal (short tons)
NM	San Juan	2010	4931891		Coal (short tons)
NM	San Juan	2011	3983025		Coal (short tons)
NM	Mckinley	2012	8566613		Coal (short tons)
NM	San Juan	2012	4960375		Coal (short tons)
NM	Mckinley	2013	8676276		Coal (short tons)
NM	San Juan	2013	5989380		Coal (short tons)
ND	Mclean	2004	7578153		Coal (short tons)
ND	Mercer	2004	15208281		Coal (short tons)
ND	Oliver	2004	4103859		Coal (short tons)
ND	Mclean	2005	7743341		Coal (short tons)
ND	Mercer	2005	15007352		Coal (short tons)
ND	Oliver	2005	4367952		Coal (short tons)
ND	Mclean	2006	8155004		Coal (short tons)
ND	Mercer	2006	15243391		Coal (short tons)
ND	Mclean	2007	7788852		Coal (short tons)
ND	Mercer	2007	14955989		Coal (short tons)
ND	Mclean	2008	7532993		Coal (short tons)
ND	Mercer	2008	14565631		Coal (short tons)
ND	Oliver	2008	4505263		Coal (short tons)
ND	Mclean	2009	8071246		Coal (short tons)
ND	Mercer	2009	15046737		Coal (short tons)
ND	Mclean	2010	7570950		Coal (short tons)
ND	Mercer	2010	14594871		Coal (short tons)
ND	Mclean	2011	7477211		Coal (short tons)
ND	Mercer	2011	13639122		Coal (short tons)
ND	Mclean	2012	7914827		Coal (short tons)
ND	Mercer	2012	12974746		Coal (short tons)
ND	Oliver	2012	4324815		Coal (short tons)
ND	Mclean	2013	7650076		Coal (short tons)
ND	Mercer	2013	13782716		Coal (short tons)
OH	Athans	2004	1215027		Coal (short tons)
OH	Belmont	2004	117310		Coal (short tons)
OH	Carroll	2004	3892		Coal (short tons)
OH	Columbiana	2004	44108		Coal (short tons)
OH	Coshocton	2004	441848		Coal (short tons)
OH	Guernsey	2004	2799		Coal (short tons)
OH	Jackson	2004	17813		Coal (short tons)
OH	Jefferson	2004	6359		Coal (short tons)
OH	Lawrence	2004	6421		Coal (short tons)
OH	Mahoning	2004	16616		Coal (short tons)
OH	Monroe	2004	5820654		Coal (short tons)
OH	Muskingum	2004	91145		Coal (short tons)
OH	Noble	2004	489629		Coal (short tons)
OH	Perry	2004	710866		Coal (short tons)
OH	Stark	2004	198829		Coal (short tons)
OH	Tuscarawas	2004	106195		Coal (short tons)
OH	Vinton	2004	307633		Coal (short tons)
OH	Athans	2005	1148579		Coal (short tons)
OH	Belmont	2005	124741		Coal (short tons)
OH	Carroll	2005	25940		Coal (short tons)
OH	Columbiana	2005	81544		Coal (short tons)
OH	Coshocton	2005	418641		Coal (short tons)
OH	Harrison	2005	7918		Coal (short tons)
OH	Jackson	2005	17588		Coal (short tons)
OH	Jefferson	2005	66130		Coal (short tons)
OH	Lawrence	2005	624		Coal (short tons)
OH	Mahoning	2005	10914		Coal (short tons)
OH	Monroe	2005	6630590		Coal (short tons)
OH	Muskingum	2005	31433		Coal (short tons)
OH	Noble	2005	500902		Coal (short tons)
OH	Perry	2005	2676		Coal (short tons)
OH	Stark	2005	141708		Coal (short tons)
OH	Tuscarawas	2005	306370		Coal (short tons)
OH	Vinton	2005	218411		Coal (short tons)
OH	Athans	2006	799686		Coal (short tons)
OH	Belmont	2006	176118		Coal (short tons)
OH	Carroll	2006	19068		Coal (short tons)
OH	Columbiana	2006	153859		Coal (short tons)
OH	Coshocton	2006	82736		Coal (short tons)
OH	Harrison	2006	25782		Coal (short tons)
OH	Jackson	2006	443729		Coal (short tons)
OH	Jefferson	2006	164293		Coal (short tons)
OH	Mahoning	2006	8131		Coal (short tons)
OH	Monroe	2006	6450932		Coal (short tons)
OH	Muskingum	2006	169042		Coal (short tons)
OH	Noble	2006	149742		Coal (short tons)
OH	Perry	2006	5954		Coal (short tons)
OH	Stark	2006	33803		Coal (short tons)
OH	Tuscarawas	2006	447977		Coal (short tons)
OH	Vinton	2006	532705		Coal (short tons)
OH	Athans	2007	287558		Coal (short tons)
OH	Belmont	2007	215936		Coal (short tons)
OH	Carroll	2007	246054		Coal (short tons)
OH	Columbiana	2007	38120		Coal (short tons)
OH	Coshocton	2007	171425		Coal (short tons)
OH	Guernsey	2007	3664		Coal (short tons)
OH	Harrison	2007	190145		Coal (short tons)
OH	Jackson	2007	348956		Coal (short tons)
OH	Jefferson	2007	26827		Coal (short tons)
OH	Mahoning	2007	11386		Coal (short tons)
OH	Monroe	2007	7141934		Coal (short tons)
OH	Muskingum	2007	168898		Coal (short tons)
OH	Noble	2007	158560		Coal (short tons)
OH	Perry	2007	366668		Coal (short tons)
OH	Stark	2007	34861		Coal (short tons)
OH	Tuscarawas	2007	485409		Coal (short tons)
OH	Vinton	2007	515827		Coal (short tons)
OH	Belmont	2008	41181		Coal (short tons)
OH	Carroll	2008	15786		Coal (short tons)
OH	Columbiana	2008	104915		Coal (short tons)
OH	Coshocton	2008	247119		Coal (short tons)
OH	Harrison	2008	254738		Coal (short tons)
OH	Jackson	2008	373692		Coal (short tons)
OH	Jefferson	2008	5497		Coal (short tons)
OH	Lawrence	2008	2812		Coal (short tons)
OH	Mahoning	2008	8263		Coal (short tons)
OH	Monroe	2008	6843898		Coal (short tons)
OH	Muskingum	2008	165315		Coal (short tons)
OH	Noble	2008	227046		Coal (short tons)
OH	Perry	2008	1013917		Coal (short tons)
OH	Stark	2008	62929		Coal (short tons)
OH	Vinton	2008	677051		Coal (short tons)
OH	Belmont	2009	68690		Coal (short tons)
OH	Carroll	2009	5739		Coal (short tons)
OH	Columbiana	2009	47685		Coal (short tons)
OH	Coshocton	2009	401191		Coal (short tons)
OH	Guernsey	2009	21111		Coal (short tons)
OH	Harrison	2009	728429		Coal (short tons)
OH	Jackson	2009	375085		Coal (short tons)
OH	Jefferson	2009	178241		Coal (short tons)
OH	Lawrence	2009	13378		Coal (short tons)
OH	Mahoning	2009	7241		Coal (short tons)
OH	Monroe	2009	6033455		Coal (short tons)
OH	Muskingum	2009	146112		Coal (short tons)
OH	Noble	2009	241308		Coal (short tons)
OH	Perry	2009	946146		Coal (short tons)
OH	Stark	2009	122011		Coal (short tons)
OH	Tuscarawas	2009	9660		Coal (short tons)
OH	Vinton	2009	17179		Coal (short tons)
OH	Belmont	2010	46681		Coal (short tons)
OH	Carroll	2010	90792		Coal (short tons)
OH	Columbiana	2010	29103		Coal (short tons)
OH	Coshocton	2010	294832		Coal (short tons)
OH	Guernsey	2010	236939		Coal (short tons)
OH	Harrison	2010	983030		Coal (short tons)
OH	Jackson	2010	370004		Coal (short tons)
OH	Jefferson	2010	239111		Coal (short tons)
OH	Mahoning	2010	3252		Coal (short tons)
OH	Monroe	2010	6214246		Coal (short tons)
OH	Muskingum	2010	6651		Coal (short tons)
OH	Noble	2010	232700		Coal (short tons)
OH	Perry	2010	1013749		Coal (short tons)
OH	Stark	2010	1247		Coal (short tons)
OH	Tuscarawas	2010	58278		Coal (short tons)
OH	Vinton	2010	34311		Coal (short tons)
OH	Belmont	2011	49968		Coal (short tons)
OH	Carroll	2011	189336		Coal (short tons)
OH	Coshocton	2011	164672		Coal (short tons)
OH	Guernsey	2011	213347		Coal (short tons)
OH	Harrison	2011	71876		Coal (short tons)
OH	Jackson	2011	390697		Coal (short tons)
OH	Jefferson	2011	15098		Coal (short tons)
OH	Mahoning	2011	4548		Coal (short tons)
OH	Monroe	2011	7080629		Coal (short tons)
OH	Muskingum	2011	36300		Coal (short tons)
OH	Noble	2011	235450		Coal (short tons)
OH	Perry	2011	1809121		Coal (short tons)
OH	Stark	2011	53259		Coal (short tons)
OH	Tuscarawas	2011	3998		Coal (short tons)
OH	Vinton	2011	30162		Coal (short tons)
OH	Carroll	2012	147355		Coal (short tons)
OH	Harrison	2012	7390		Coal (short tons)
OH	Jackson	2012	129820		Coal (short tons)
OH	Jefferson	2012	11315		Coal (short tons)
OH	Mahoning	2012	3977		Coal (short tons)
OH	Monroe	2012	8446709		Coal (short tons)
OH	Muskingum	2012	374189		Coal (short tons)
OH	Noble	2012	228243		Coal (short tons)
OH	Perry	2012	1023940		Coal (short tons)
OH	Stark	2012	350550		Coal (short tons)
OH	Tuscarawas	2012	4825		Coal (short tons)
OH	Vinton	2012	206690		Coal (short tons)
OH	Carroll	2013	238241		Coal (short tons)
OH	Guernsey	2013	165080		Coal (short tons)
OH	Harrison	2013	205923		Coal (short tons)
OH	Jackson	2013	96165		Coal (short tons)
OH	Jefferson	2013	206488		Coal (short tons)
OH	Mahoning	2013	3616		Coal (short tons)
OH	Monroe	2013	8039546		Coal (short tons)
OH	Noble	2013	25821		Coal (short tons)
OH	Perry	2013	953947		Coal (short tons)
OH	Stark	2013	419217		Coal (short tons)
OH	Vinton	2013	283430		Coal (short tons)
OK	Craig	2004	288382		Coal (short tons)
OK	Haskell	2004	436605		Coal (short tons)
OK	Le Flore	2004	76774		Coal (short tons)
OK	Okmulgee	2004	4960		Coal (short tons)
OK	Rogers	2004	156848		Coal (short tons)
OK	Craig	2005	302499		Coal (short tons)
OK	Haskell	2005	408817		Coal (short tons)
OK	Le Flore	2005	18139		Coal (short tons)
OK	Okmulgee	2005	4875		Coal (short tons)
OK	Rogers	2005	208357		Coal (short tons)
OK	Craig	2006	367804		Coal (short tons)
OK	Haskell	2006	350569		Coal (short tons)
OK	Le Flore	2006	125276		Coal (short tons)
OK	Nowata	2006	216550		Coal (short tons)
OK	Okmulgee	2006	4194		Coal (short tons)
OK	Craig	2007	298221		Coal (short tons)
OK	Haskell	2007	138977		Coal (short tons)
OK	Le Flore	2007	94675		Coal (short tons)
OK	Nowata	2007	226978		Coal (short tons)
OK	Okmulgee	2007	693		Coal (short tons)
OK	Craig	2008	260574		Coal (short tons)
OK	Haskell	2008	169336		Coal (short tons)
OK	Le Flore	2008	440577		Coal (short tons)
OK	Okmulgee	2008	1172		Coal (short tons)
OK	Rogers	2008	168484		Coal (short tons)
OK	Craig	2009	46076		Coal (short tons)
OK	Haskell	2009	123766		Coal (short tons)
OK	Le Flore	2009	52568		Coal (short tons)
OK	Nowata	2009	22814		Coal (short tons)
OK	Okmulgee	2009	644		Coal (short tons)
OK	Rogers	2009	48302		Coal (short tons)
OK	Craig	2010	43696		Coal (short tons)
OK	Haskell	2010	11435		Coal (short tons)
OK	Le Flore	2010	237501		Coal (short tons)
OK	Nowata	2010	212817		Coal (short tons)
OK	Okmulgee	2010	1974		Coal (short tons)
OK	Rogers	2010	7712		Coal (short tons)
OK	Craig	2011	75074		Coal (short tons)
OK	Haskell	2011	203607		Coal (short tons)
OK	Le Flore	2011	408358		Coal (short tons)
OK	Nowata	2011	254087		Coal (short tons)
OK	Okmulgee	2011	2987		Coal (short tons)
OK	Craig	2012	4769		Coal (short tons)
OK	Haskell	2012	219046		Coal (short tons)
OK	Le Flore	2012	349489		Coal (short tons)
OK	Nowata	2012	253630		Coal (short tons)
OK	Okmulgee	2012	3229		Coal (short tons)
OK	Craig	2013	28441		Coal (short tons)
OK	Haskell	2013	19470		Coal (short tons)
OK	Le Flore	2013	1566		Coal (short tons)
OK	Nowata	2013	240140		Coal (short tons)
OK	Okmulgee	2013	2558		Coal (short tons)
PA	Allegheny	2004	30		Coal (short tons)
PA	Armstrong	2004	52857		Coal (short tons)
PA	Beaver	2004	401855		Coal (short tons)
PA	Blair	2004	23152		Coal (short tons)
PA	Butler	2004	13		Coal (short tons)
PA	Centre	2004	29342		Coal (short tons)
PA	Clarion	2004	6757		Coal (short tons)
PA	Clearfield	2004	18550		Coal (short tons)
PA	Columbia	2004	72373		Coal (short tons)
PA	Dauphin	2004	1966		Coal (short tons)
PA	Elk	2004	8850		Coal (short tons)
PA	Fayette	2004	5514		Coal (short tons)
PA	Greene	2004	178086		Coal (short tons)
PA	Monongalia	2004	5718668		Coal (short tons)
PA	Indiana	2004	28679		Coal (short tons)
PA	Jefferson	2004	6475		Coal (short tons)
PA	Lackawanna	2004	28224		Coal (short tons)
PA	Lawrence	2004	18887		Coal (short tons)
PA	Mercer	2004	84415		Coal (short tons)
PA	Northumberland	2004	32549		Coal (short tons)
PA	Schuylkill	2004	1701		Coal (short tons)
PA	Somerset	2004	35875		Coal (short tons)
PA	Washington	2004	73488		Coal (short tons)
PA	Westmoreland	2004	803		Coal (short tons)
PA	Allegheny	2005	42218		Coal (short tons)
PA	Armstrong	2005	11419		Coal (short tons)
PA	Beaver	2005	382401		Coal (short tons)
PA	Bedford	2005	200		Coal (short tons)
PA	Butler	2005	14378		Coal (short tons)
PA	Cameron	2005	40433		Coal (short tons)
PA	Centre	2005	27077		Coal (short tons)
PA	Clarion	2005	12232		Coal (short tons)
PA	Clearfield	2005	938		Coal (short tons)
PA	Columbia	2005	93813		Coal (short tons)
PA	Elk	2005	18179		Coal (short tons)
PA	Fayette	2005	14978		Coal (short tons)
PA	Greene	2005	8530		Coal (short tons)
PA	Monongalia	2005	5259338		Coal (short tons)
PA	Indiana	2005	109730		Coal (short tons)
PA	Jefferson	2005	4106		Coal (short tons)
PA	Lackawanna	2005	5691		Coal (short tons)
PA	Lawrence	2005	16817		Coal (short tons)
PA	Lycoming	2005	213511		Coal (short tons)
PA	Mercer	2005	111934		Coal (short tons)
PA	Northumberland	2005	9510		Coal (short tons)
PA	Schuylkill	2005	721		Coal (short tons)
PA	Somerset	2005	192931		Coal (short tons)
PA	Washington	2005	60551		Coal (short tons)
PA	Westmoreland	2005	32647		Coal (short tons)
PA	Allegheny	2006	17413		Coal (short tons)
PA	Beaver	2006	295828		Coal (short tons)
PA	Bedford	2006	12358		Coal (short tons)
PA	Butler	2006	20298		Coal (short tons)
PA	Cambria	2006	8263		Coal (short tons)
PA	Cameron	2006	24704		Coal (short tons)
PA	Centre	2006	21411		Coal (short tons)
PA	Clarion	2006	39160		Coal (short tons)
PA	Clearfield	2006	196504		Coal (short tons)
PA	Columbia	2006	92116		Coal (short tons)
PA	Dauphin	2006	394		Coal (short tons)
PA	Elk	2006	2429		Coal (short tons)
PA	Fayette	2006	24035		Coal (short tons)
PA	Greene	2006	268880		Coal (short tons)
PA	Monongalia	2006	5039423		Coal (short tons)
PA	Indiana	2006	5077		Coal (short tons)
PA	Jefferson	2006	2535		Coal (short tons)
PA	Lackawanna	2006	7136		Coal (short tons)
PA	Lawrence	2006	5812		Coal (short tons)
PA	Luzerne	2006	150		Coal (short tons)
PA	Lycoming	2006	223512		Coal (short tons)
PA	Mercer	2006	96277		Coal (short tons)
PA	Northumberland	2006	221		Coal (short tons)
PA	Schuylkill	2006	3403		Coal (short tons)
PA	Somerset	2006	23966		Coal (short tons)
PA	Venango	2006	2055		Coal (short tons)
PA	Washington	2006	39322		Coal (short tons)
PA	Westmoreland	2006	19792		Coal (short tons)
PA	Allegheny	2007	14909		Coal (short tons)
PA	Beaver	2007	321758		Coal (short tons)
PA	Bedford	2007	8331		Coal (short tons)
PA	Butler	2007	2769		Coal (short tons)
PA	Cambria	2007	21069		Coal (short tons)
PA	Cameron	2007	28475		Coal (short tons)
PA	Centre	2007	18108		Coal (short tons)
PA	Clarion	2007	11876		Coal (short tons)
PA	Clearfield	2007	8616		Coal (short tons)
PA	Columbia	2007	73972		Coal (short tons)
PA	Dauphin	2007	3085		Coal (short tons)
PA	Elk	2007	4646		Coal (short tons)
PA	Fayette	2007	27796		Coal (short tons)
PA	Greene	2007	634453		Coal (short tons)
PA	Monongalia	2007	5150114		Coal (short tons)
PA	Indiana	2007	6181		Coal (short tons)
PA	Jefferson	2007	2000		Coal (short tons)
PA	Lackawanna	2007	10798		Coal (short tons)
PA	Lawrence	2007	4676		Coal (short tons)
PA	Luzerne	2007	10074		Coal (short tons)
PA	Lycoming	2007	247787		Coal (short tons)
PA	Mercer	2007	78635		Coal (short tons)
PA	Northumberland	2007	12376		Coal (short tons)
PA	Schuylkill	2007	419		Coal (short tons)
PA	Tioga	2007	7737		Coal (short tons)
PA	Venango	2007	35452		Coal (short tons)
PA	Washington	2007	75368		Coal (short tons)
PA	Westmoreland	2007	9781		Coal (short tons)
PA	Allegheny	2008	3050		Coal (short tons)
PA	Armstrong	2008	54866		Coal (short tons)
PA	Beaver	2008	380425		Coal (short tons)
PA	Bedford	2008	2844		Coal (short tons)
PA	Butler	2008	13238		Coal (short tons)
PA	Cambria	2008	2749		Coal (short tons)
PA	Cameron	2008	31392		Coal (short tons)
PA	Centre	2008	11722		Coal (short tons)
PA	Clarion	2008	49629		Coal (short tons)
PA	Clearfield	2008	3974		Coal (short tons)
PA	Columbia	2008	5420		Coal (short tons)
PA	Dauphin	2008	29002		Coal (short tons)
PA	Elk	2008	1094		Coal (short tons)
PA	Fayette	2008	10334		Coal (short tons)
PA	Greene	2008	895034		Coal (short tons)
PA	Monongalia	2008	5584153		Coal (short tons)
PA	Huntingdon	2008	6172		Coal (short tons)
PA	Indiana	2008	110165		Coal (short tons)
PA	Jefferson	2008	2609		Coal (short tons)
PA	Lackawanna	2008	6426		Coal (short tons)
PA	Luzerne	2008	7201		Coal (short tons)
PA	Lycoming	2008	256810		Coal (short tons)
PA	Northumberland	2008	67343		Coal (short tons)
PA	Schuylkill	2008	3325		Coal (short tons)
PA	Somerset	2008	14320		Coal (short tons)
PA	Tioga	2008	1839		Coal (short tons)
PA	Venango	2008	12694		Coal (short tons)
PA	Washington	2008	67937		Coal (short tons)
PA	Westmoreland	2008	9084		Coal (short tons)
PA	Allegheny	2009	2362		Coal (short tons)
PA	Armstrong	2009	14037		Coal (short tons)
PA	Beaver	2009	25797		Coal (short tons)
PA	Bedford	2009	26132		Coal (short tons)
PA	Butler	2009	11610		Coal (short tons)
PA	Cambria	2009	5208		Coal (short tons)
PA	Cameron	2009	13415		Coal (short tons)
PA	Centre	2009	3445		Coal (short tons)
PA	Clarion	2009	42605		Coal (short tons)
PA	Clearfield	2009	3409		Coal (short tons)
PA	Columbia	2009	10509		Coal (short tons)
PA	Dauphin	2009	3526		Coal (short tons)
PA	Elk	2009	14786		Coal (short tons)
PA	Fayette	2009	13573		Coal (short tons)
PA	Greene	2009	764214		Coal (short tons)
PA	Monongalia	2009	3768844		Coal (short tons)
PA	Jefferson	2009	34881		Coal (short tons)
PA	Lackawanna	2009	7189		Coal (short tons)
PA	Luzerne	2009	225		Coal (short tons)
PA	Lycoming	2009	244535		Coal (short tons)
PA	Northumberland	2009	125		Coal (short tons)
PA	Schuylkill	2009	1979		Coal (short tons)
PA	Somerset	2009	4216		Coal (short tons)
PA	Tioga	2009	1481		Coal (short tons)
PA	Washington	2009	159891		Coal (short tons)
PA	Westmoreland	2009	2858		Coal (short tons)
PA	Allegheny	2010	8386		Coal (short tons)
PA	Armstrong	2010	8260		Coal (short tons)
PA	Beaver	2010	179386		Coal (short tons)
PA	Bedford	2010	37939		Coal (short tons)
PA	Butler	2010	12010		Coal (short tons)
PA	Cambria	2010	5217		Coal (short tons)
PA	Cameron	2010	39412		Coal (short tons)
PA	Centre	2010	98436		Coal (short tons)
PA	Clarion	2010	52113		Coal (short tons)
PA	Clearfield	2010	18019		Coal (short tons)
PA	Columbia	2010	11218		Coal (short tons)
PA	Dauphin	2010	2129		Coal (short tons)
PA	Elk	2010	43476		Coal (short tons)
PA	Fayette	2010	13773		Coal (short tons)
PA	Greene	2010	972838		Coal (short tons)
